artifactId,artifactType,fieldPath,unicodeCharacterCount,utf8ByteCount,utf8Sha256
u01-s006-lecture-r1,lecture,lectureId,19,19,b482b67eab61b2724556a80fdc7ffddfe5cd6a1cda8df2570d4211ccbd9558c7
u01-s006-lecture-r1,lecture,unitId,3,3,2055254ee30aaae13b777732834c89d7f799015d3af13b62fe05aeef8c3e0eaa
u01-s006-lecture-r1,lecture,topicId,18,18,e7d9d88eb7596ecb66c83bcfd7a554baef7612744a495523f5f8fae90be63bc7
u01-s006-lecture-r1,lecture,skillId,28,28,7104f6abd905fb0b122ab9faab9158fb5f98eed14f49afaa9f701d4c69cd5ad5
u01-s006-lecture-r1,lecture,title,17,45,8640176b19a0bd46a87e9cc3eebe74cf3c9f3af972ce11175315410eec2937bb
u01-s006-lecture-r1,lecture,audience,10,30,e6b4416fbd9f36797de01256b31a4d6f6314e126fde8495e25792c814f64fc5f
u01-s006-lecture-r1,lecture,reviewStatus,22,22,ec809598e2f7fcc69fad54c9cd045bba62b4a0dc7c0ff90d4efdc3788c9ad8fb
u01-s006-lecture-r1,lecture,learningOutcomes[0],16,42,169940d0a9e4a82e0b035b28e711cec87bd27e3197f2ee3af8ae67db26383a6f
u01-s006-lecture-r1,lecture,learningOutcomes[1],17,45,429da4848c5a7996cd0845d550c1871443b069116c02c145b0d0afb7ff0d882a
u01-s006-lecture-r1,lecture,learningOutcomes[2],10,30,976c9272c42999ddcf2cccdc8551991ecb48bce9e000d3fe7bffefa7cc35a2f4
u01-s006-lecture-r1,lecture,learningOutcomes[3],15,31,c0fea53205549441be347c16bc2c4e3f4e0b05cce4ddd61c4950d8bbb3f1696f
u01-s006-lecture-r1,lecture,learningOutcomes[4],13,39,8e4feccab436ba9a3b98621b1ff4a0229bab9de2e4f1e0136edea2237d533080
u01-s006-lecture-r1,lecture,prerequisites[0].skillId,23,23,6e10216c8a6fe57deb82baf512d134cc5c24e07eada0d6aa7ca16ffbabdd75b0
u01-s006-lecture-r1,lecture,prerequisites[0].requiredLevel,23,69,57af4dc824fd67d415aa418ec56e620e59997966532d7afa8124bf3581d7d05e
u01-s006-lecture-r1,lecture,glossary[0].term,3,9,6825f71d3b40fb83d4665213d8d37124f0fd74c67306d6a833e9b4f3772386ea
u01-s006-lecture-r1,lecture,glossary[0].definition,15,39,4f5576de73a7447b48ca28003b8d4f3718fa954656517b7ba42c20f138f51282
u01-s006-lecture-r1,lecture,glossary[1].term,2,6,1e1e4ec83bfcecf3778b4db4a9d9af5de256a78d2d8ee575ace71e8f337ea05b
u01-s006-lecture-r1,lecture,glossary[1].definition,13,39,03543ea83856aa9a9f877849d8f60a09cfd864a120cf6025272f75d4c72e2175
u01-s006-lecture-r1,lecture,glossary[2].term,5,15,d849fb3f7ae3aa9ecc9f120a39ebcffec9769807588250bb221286dd423c61d9
u01-s006-lecture-r1,lecture,glossary[2].definition,20,50,e369a7c557f33b7809f400dbae6b2944267320814a4f34dfaabec75fe821f953
u01-s006-lecture-r1,lecture,glossary[3].term,3,9,bb1d090524051d1c7a53e57dd400de1a904fda4cc47ae0f5b1593573cdb03833
u01-s006-lecture-r1,lecture,glossary[3].definition,12,36,b14ec0515b055495d24c7f9f25014d4385648d152159c678268f571db446695d
u01-s006-lecture-r1,lecture,notation[0].symbol,3,3,5f0034faf44dd7e0373d9d2381e94e7c558176ab1a6e33567e974b18c9d9bd80
u01-s006-lecture-r1,lecture,notation[0].meaning,10,20,5b86166d5698f9485baaf31da332776ce0be98e1a46d53570dd79fba40527666
u01-s006-lecture-r1,lecture,notation[1].symbol,5,7,5fa6b03fb38ba13b99fce2ba3623d3145aca8c36fbdefa3a2e5c7f6f1a8f9229
u01-s006-lecture-r1,lecture,notation[1].meaning,14,38,3aed83110c184539d0e1c24a383820d04f0e9699b2034db0269cfd9da4905f7e
u01-s006-lecture-r1,lecture,notation[2].symbol,5,5,0985efb531eee503435efda5f6707cbd4fb787c08fd536b15cf244d539c5a947
u01-s006-lecture-r1,lecture,notation[2].meaning,27,59,c2cec3aa5bf458562292134a00d6074fc7373347e1aec8163be23805ab16356e
u01-s006-lecture-r1,lecture,conceptNarrative[0],29,73,13906cbbcce0b2cc48c7b3158045f60d8ba7f942dda3a4063b0d394960a15360
u01-s006-lecture-r1,lecture,conceptNarrative[1],32,88,423379d7121a672716efb49a58f7b2b2a3161879abd08e377cd14dd560ae8da4
u01-s006-lecture-r1,lecture,conceptNarrative[2],38,68,5d3e3a676e2fa69cff6ade658bc1ffa400148aa55770a2a9fa299315476dbe57
u01-s006-lecture-r1,lecture,conceptNarrative[3],41,89,4a4857a5907ee64cf732706fb11fd1b5f189217c2cb55435da629f93ee1a8699
u01-s006-lecture-r1,lecture,formalDefinitions[0].name,3,9,6825f71d3b40fb83d4665213d8d37124f0fd74c67306d6a833e9b4f3772386ea
u01-s006-lecture-r1,lecture,formalDefinitions[0].statement,20,40,630a25d5da8404bda5bc59c0a8c74806b15c1de14047c7208b9848d569d6e491
u01-s006-lecture-r1,lecture,formalDefinitions[1].name,3,9,36495a79a694d3f43b980cf3492359a276a18cb131fcf519ddb6a180a4390e7a
