questionId,unitId,slot,skillId,questionType,difficulty,primaryVerdict,issueCodes,mathematicsCorrect,answerIndexCorrect,manualDerivedAnswer,rendererVerdict,reason,recommendedAction,officialScopeEvidence,allStringFieldsRead,reviewedStringFieldCount,reviewedUnicodeCharacterCount,originalArtifactSha256,manualReviewer,manualReviewStatus
u03-s005-v001,u03,s005,linear-equation-parentheses,mc,basic,PASS,,true,true,"重新計算後唯一正解為：5。",SAFE,"題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。","原樣保留。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,37,462,a609e8c8f09a2bf6fcee1fd06650a89ba97766ab4a4354788897a3a393939881,GPT-5.6 Thinking,COMPLETE
u03-s005-v002,u03,s005,linear-equation-parentheses,mc,basic,PASS,,true,true,"重新計算後唯一正解為：9。",SAFE,"題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。","原樣保留。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,37,446,a609e8c8f09a2bf6fcee1fd06650a89ba97766ab4a4354788897a3a393939881,GPT-5.6 Thinking,COMPLETE
u03-s005-v003,u03,s005,linear-equation-parentheses,mc,basic,PASS,,true,true,"重新計算後唯一正解為：6。",SAFE,"題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。","原樣保留。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,37,497,a609e8c8f09a2bf6fcee1fd06650a89ba97766ab4a4354788897a3a393939881,GPT-5.6 Thinking,COMPLETE
u03-s005-v004,u03,s005,linear-equation-parentheses,mc,standard,PASS,,true,true,"重新計算後唯一正解為：4。",SAFE,"題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。","原樣保留。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,37,476,a609e8c8f09a2bf6fcee1fd06650a89ba97766ab4a4354788897a3a393939881,GPT-5.6 Thinking,COMPLETE
u03-s005-v005,u03,s005,linear-equation-parentheses,mc,standard,PASS,,true,true,"重新計算後唯一正解為：9。",SAFE,"題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。","原樣保留。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,37,499,a609e8c8f09a2bf6fcee1fd06650a89ba97766ab4a4354788897a3a393939881,GPT-5.6 Thinking,COMPLETE
u03-s005-v006,u03,s005,linear-equation-parentheses,mc,standard,PASS,,true,true,"重新計算後唯一正解為：4。",SAFE,"題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。","原樣保留。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,37,508,a609e8c8f09a2bf6fcee1fd06650a89ba97766ab4a4354788897a3a393939881,GPT-5.6 Thinking,COMPLETE
u03-s005-v007,u03,s005,linear-equation-parentheses,mc,advanced,DIFFICULTY_REPAIR,DIFFICULTY_TOO_HIGH,true,true,"重新計算後唯一正解為：16/3。",SAFE,"巢狀括號展開正確，但運算層級仍屬標準括號題。","降為 standard。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,37,531,a609e8c8f09a2bf6fcee1fd06650a89ba97766ab4a4354788897a3a393939881,GPT-5.6 Thinking,COMPLETE
u03-s005-v008,u03,s005,linear-equation-parentheses,mc,advanced,DIFFICULTY_REPAIR,DIFFICULTY_TOO_HIGH,true,true,"重新計算後唯一正解為：-1。",SAFE,"負係數括號題正確，難度應為 standard。","降為 standard。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,37,519,a609e8c8f09a2bf6fcee1fd06650a89ba97766ab4a4354788897a3a393939881,GPT-5.6 Thinking,COMPLETE
u03-s005-v009,u03,s005,linear-equation-parentheses,mc,advanced,DIFFICULTY_REPAIR,DIFFICULTY_TOO_HIGH,true,true,"重新計算後唯一正解為：8。",SAFE,"題幹運算層級屬標準方程式題，advanced 偏高。","降為 standard。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,37,503,a609e8c8f09a2bf6fcee1fd06650a89ba97766ab4a4354788897a3a393939881,GPT-5.6 Thinking,COMPLETE
u03-s005-v010,u03,s005,linear-equation-parentheses,mc,literacy,PASS,,true,true,"重新計算後唯一正解為：7。",SAFE,"題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。","原樣保留。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,38,567,a609e8c8f09a2bf6fcee1fd06650a89ba97766ab4a4354788897a3a393939881,GPT-5.6 Thinking,COMPLETE
