questionId,unitId,slot,skillId,questionType,difficulty,primaryVerdict,issueCodes,mathematicsCorrect,answerIndexCorrect,manualDerivedAnswer,rendererVerdict,reason,recommendedAction,officialScopeEvidence,allStringFieldsRead,reviewedStringFieldCount,reviewedUnicodeCharacterCount,originalArtifactSha256,manualReviewer,manualReviewStatus
u02-s007-v001,u02,s007,fraction-lcm-application,mc,basic,PREREQUISITE_METADATA_REPAIR,WRONG_PREREQUISITE_SKILL,True,True,重新計算後唯一正解為：12 分鐘。,SAFE,題目本身與答案成立，但 prerequisiteSkillIds 指向 GCD 應用；本技能實際直接承接 LCM 基本概念。,將 prerequisiteSkillIds 改為 fraction-lcm-basic。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,472,10729fabcb12a7e2ac54f94dd642d3ef208679dae8edf854a13f602c0a7780c6,GPT-5.6 Thinking,COMPLETE
u02-s007-v002,u02,s007,fraction-lcm-application,mc,basic,PREREQUISITE_METADATA_REPAIR,WRONG_PREREQUISITE_SKILL,True,True,重新計算後唯一正解為：7:30。,SAFE,題目本身與答案成立，但 prerequisiteSkillIds 指向 GCD 應用；本技能實際直接承接 LCM 基本概念。,將 prerequisiteSkillIds 改為 fraction-lcm-basic。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,484,2894192929e21b78fca7dfad5f90ab9d158c592fcb2fdba0c0baa97634c45018,GPT-5.6 Thinking,COMPLETE
u02-s007-v003,u02,s007,fraction-lcm-application,mc,basic,PREREQUISITE_METADATA_REPAIR,WRONG_PREREQUISITE_SKILL,True,True,重新計算後唯一正解為：12 秒。,SAFE,題目本身與答案成立，但 prerequisiteSkillIds 指向 GCD 應用；本技能實際直接承接 LCM 基本概念。,將 prerequisiteSkillIds 改為 fraction-lcm-basic。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,440,e138954fd1df56329eaef549d8e9df2f72ec333d1b75a96d05f4c43e6f2b5540,GPT-5.6 Thinking,COMPLETE
u02-s007-v004,u02,s007,fraction-lcm-application,mc,standard,WORDING_AND_METADATA_REPAIR,WRONG_PREREQUISITE_SKILL|AMBIGUOUS_INTERVAL_ENDPOINT,True,True,重新計算後唯一正解為：2 次。,SAFE,答案以第 48 天計入而得 2 次，但「48 天內」只明說不含今天，沒有直接明說包含第 48 天。,改成「截至第 48 天（含第 48 天，不含今天）」；前置改為 fraction-lcm-basic。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,522,141c9c2b8c073137b6c29e34880e12b8c9b639eb5e8d1196c24f57a765d843ec,GPT-5.6 Thinking,COMPLETE
u02-s007-v005,u02,s007,fraction-lcm-application,mc,standard,PREREQUISITE_METADATA_REPAIR,WRONG_PREREQUISITE_SKILL,True,True,重新計算後唯一正解為：72 齒。,SAFE,題目本身與答案成立，但 prerequisiteSkillIds 指向 GCD 應用；本技能實際直接承接 LCM 基本概念。,將 prerequisiteSkillIds 改為 fraction-lcm-basic。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,481,e961d3f228136d654676ca31b727312689c4c4107e8592db6df08d5ffcba38c8,GPT-5.6 Thinking,COMPLETE
u02-s007-v006,u02,s007,fraction-lcm-application,mc,standard,PREREQUISITE_METADATA_REPAIR,WRONG_PREREQUISITE_SKILL,True,True,重新計算後唯一正解為：3 次。,SAFE,題目本身與答案成立，但 prerequisiteSkillIds 指向 GCD 應用；本技能實際直接承接 LCM 基本概念。,將 prerequisiteSkillIds 改為 fraction-lcm-basic。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,512,c5712f89f069de7225f3fa491d0f0241eca77f78bcd56532137795e69a46e7a4,GPT-5.6 Thinking,COMPLETE
u02-s007-v007,u02,s007,fraction-lcm-application,mc,advanced,DIFFICULTY_AND_METADATA_REPAIR,DIFFICULTY_TOO_HIGH|WRONG_PREREQUISITE_SKILL,True,True,重新計算後唯一正解為：4 次。,SAFE,數學與答案正確，但只是 LCM 後列倍數或換算時刻，advanced 標示偏高；前置技能也指錯。,降為 standard；前置改為 fraction-lcm-basic。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,528,52e5920898ca424fe2ac234e4810f872056491d64b345ce6f0fad6f794483848,GPT-5.6 Thinking,COMPLETE
u02-s007-v008,u02,s007,fraction-lcm-application,mc,advanced,DIFFICULTY_AND_METADATA_REPAIR,DIFFICULTY_TOO_HIGH|WRONG_PREREQUISITE_SKILL,True,True,重新計算後唯一正解為：180 天。,SAFE,數學與答案正確，但只是 LCM 後列倍數或換算時刻，advanced 標示偏高；前置技能也指錯。,降為 standard；前置改為 fraction-lcm-basic。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,504,b55f0f1111895a86a84b2dd1dc80cb8b408a1afafcc23fbf874541c65cd30262,GPT-5.6 Thinking,COMPLETE
u02-s007-v009,u02,s007,fraction-lcm-application,mc,advanced,DIFFICULTY_AND_METADATA_REPAIR,DIFFICULTY_TOO_HIGH|WRONG_PREREQUISITE_SKILL,True,True,重新計算後唯一正解為：5 次。,SAFE,數學與答案正確，但只是 LCM 後列倍數或換算時刻，advanced 標示偏高；前置技能也指錯。,降為 standard；前置改為 fraction-lcm-basic。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,524,8687c86da764088e12996fbde84857e9fd0ae651bf802be6129d4a4eb280f7ab,GPT-5.6 Thinking,COMPLETE
u02-s007-v010,u02,s007,fraction-lcm-application,mc,literacy,PREREQUISITE_METADATA_REPAIR,WRONG_PREREQUISITE_SKILL,True,True,重新計算後唯一正解為：隔天早上 6:00。,SAFE,題目本身與答案成立，但 prerequisiteSkillIds 指向 GCD 應用；本技能實際直接承接 LCM 基本概念。,將 prerequisiteSkillIds 改為 fraction-lcm-basic。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,36,572,db93c812af3f5ad079c1e86cacf758e7c298190efe02335fd5d0dc0e09d6bd02,GPT-5.6 Thinking,COMPLETE
u02-s007-v011,u02,s007,fraction-lcm-application,mc,literacy,PREREQUISITE_METADATA_REPAIR,WRONG_PREREQUISITE_SKILL,True,True,重新計算後唯一正解為：2 次。,SAFE,題目本身與答案成立，但 prerequisiteSkillIds 指向 GCD 應用；本技能實際直接承接 LCM 基本概念。,將 prerequisiteSkillIds 改為 fraction-lcm-basic。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,36,544,28a7a50300b2c693a91b8e02315849969203fc1967187e3aefb88b66b7477ec0,GPT-5.6 Thinking,COMPLETE
u02-s007-v012,u02,s007,fraction-lcm-application,mc,literacy,PREREQUISITE_METADATA_REPAIR,WRONG_PREREQUISITE_SKILL,True,True,重新計算後唯一正解為：11:00。,SAFE,題目本身與答案成立，但 prerequisiteSkillIds 指向 GCD 應用；本技能實際直接承接 LCM 基本概念。,將 prerequisiteSkillIds 改為 fraction-lcm-basic。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,36,550,a56e64eb5e38152335eda3226b9aa5f4b0b6f71768535c147dbc158dd43e4820,GPT-5.6 Thinking,COMPLETE
u02-s007-cr001,u02,s007,fraction-lcm-application,constructed-response,standard,RUBRIC_REPAIR,ANSWER_ONLY_ZERO_POLICY_MISSING,True,N/A,上午11:00。,SAFE,計算、時刻與區間判斷正確，但 0 分規準未明示只寫答案且沒有 LCM 或時刻過程時為 0 分。,補上答案-only-zero 明文規則。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,26,438,339b2a83dc5139b04a3a5db89fe8469dfb89a214d1d969d2a87770efef3e94a1,GPT-5.6 Thinking,COMPLETE
u02-s007-cr002,u02,s007,fraction-lcm-application,constructed-response,advanced,RUBRIC_REPAIR,ANSWER_ONLY_ZERO_POLICY_MISSING,True,N/A,48、96、144、192、240、288秒，共6次。,SAFE,計算、時刻與區間判斷正確，但 0 分規準未明示只寫答案且沒有 LCM 或時刻過程時為 0 分。,補上答案-only-zero 明文規則。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,27,467,98eacbc7959a7c7af67864f31fadc714a059aa51a414d6c73e3a5d545d9f7253,GPT-5.6 Thinking,COMPLETE
u02-s008-v001,u02,s008,fraction-compare,mc,basic,PREREQUISITE_METADATA_REPAIR,WRONG_PREREQUISITE_SKILL,True,True,重新計算後唯一正解為：3/5＜4/5。,SAFE,題目本身成立，但前置指向 LCM 應用；比較分數只需等值分數與 LCM 基本能力。,將 prerequisiteSkillIds 改為 fraction-lcm-basic。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,448,e2c156144dd4b5458b99f6c3c543f25201ed6aab5add6dafbe67f25457c77418,GPT-5.6 Thinking,COMPLETE
u02-s008-v002,u02,s008,fraction-compare,mc,basic,PREREQUISITE_METADATA_REPAIR,WRONG_PREREQUISITE_SKILL,True,True,重新計算後唯一正解為：5/6。,SAFE,題目本身成立，但前置指向 LCM 應用；比較分數只需等值分數與 LCM 基本能力。,將 prerequisiteSkillIds 改為 fraction-lcm-basic。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,436,f3aa455e0058f29875712b053ffa651e80cb2a536dd510e70a082523f793d7e5,GPT-5.6 Thinking,COMPLETE
u02-s008-v003,u02,s008,fraction-compare,mc,basic,PREREQUISITE_METADATA_REPAIR,WRONG_PREREQUISITE_SKILL,True,True,重新計算後唯一正解為：4/5。,SAFE,題目本身成立，但前置指向 LCM 應用；比較分數只需等值分數與 LCM 基本能力。,將 prerequisiteSkillIds 改為 fraction-lcm-basic。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,439,74b12e276021e0e69cfa7cb8e0c60081610d690a95c20c4b60e016264fc209df,GPT-5.6 Thinking,COMPLETE
u02-s008-v004,u02,s008,fraction-compare,mc,standard,PREREQUISITE_METADATA_REPAIR,WRONG_PREREQUISITE_SKILL,True,True,重新計算後唯一正解為：-2/3＜-3/5。,SAFE,題目本身成立，但前置指向 LCM 應用；比較分數只需等值分數與 LCM 基本能力。,將 prerequisiteSkillIds 改為 fraction-lcm-basic。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,518,f3e9db65bb5232cf93e2ab2fa14395dc1603fe055601285a6e39ea9f26cc403f,GPT-5.6 Thinking,COMPLETE
u02-s008-v005,u02,s008,fraction-compare,mc,standard,PREREQUISITE_METADATA_REPAIR,WRONG_PREREQUISITE_SKILL,True,True,重新計算後唯一正解為：7/12＜5/8＜2/3。,SAFE,題目本身成立，但前置指向 LCM 應用；比較分數只需等值分數與 LCM 基本能力。,將 prerequisiteSkillIds 改為 fraction-lcm-basic。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,36,604,b14177a62ee6cde98f9b6f30e097b6b86d2cc866bb8b1b2a9e217b4cce14de3c,GPT-5.6 Thinking,COMPLETE
