questionId,unitId,slot,skillId,questionType,difficulty,primaryVerdict,issueCodes,mathematicsCorrect,answerIndexCorrect,manualDerivedAnswer,rendererVerdict,reason,recommendedAction,officialScopeEvidence,allStringFieldsRead,reviewedStringFieldCount,reviewedUnicodeCharacterCount,originalArtifactSha256,manualReviewer,manualReviewStatus
u02-s011-v001,u02,s011,fraction-mixed-number,mc,basic,PASS,,True,True,重新計算後唯一正解為：2又3/4。,SAFE,題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。,原樣保留。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,426,73c8cf571654d53b6ea9fdf5966596847b9e329b9c4974fcaa44e0013a35f286,GPT-5.6 Thinking,COMPLETE
u02-s011-v002,u02,s011,fraction-mixed-number,mc,basic,PASS,,True,True,重新計算後唯一正解為：17/5。,SAFE,題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。,原樣保留。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,430,cdff02490f052d653d26dde9efc9dc94905b75b44614a7901be7604f9867ac42,GPT-5.6 Thinking,COMPLETE
u02-s011-v003,u02,s011,fraction-mixed-number,mc,basic,PASS,,True,True,重新計算後唯一正解為：10/7。,SAFE,題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。,原樣保留。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,397,fa9872351a92903bf045f5f8a2b83d97790c41b618b0a374cb7dcfec0418aa6f,GPT-5.6 Thinking,COMPLETE
u02-s011-v004,u02,s011,fraction-mixed-number,mc,standard,PASS,,True,True,重新計算後唯一正解為：17/6，介於 2 和 3 之間。,SAFE,題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。,原樣保留。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,36,653,0bc2e49b2f4213277c452b06232a5f215df0ecf6412fbbacfa9c015cbf75adbc,GPT-5.6 Thinking,COMPLETE
u02-s011-v005,u02,s011,fraction-mixed-number,mc,standard,PASS,,True,True,重新計算後唯一正解為：4又3/5。,SAFE,題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。,原樣保留。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,510,62ffa4af3e93c906d467897cf60ea1b75380e3e2d5afa8a6c9c70871ad08175b,GPT-5.6 Thinking,COMPLETE
u02-s011-v006,u02,s011,fraction-mixed-number,mc,standard,PASS,,True,True,重新計算後唯一正解為：2又1/3。,SAFE,題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。,原樣保留。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,37,616,c8f6120de25c539d5919c2cefb889ad4bd6822cd6bc4839ba186fb6613ccc888,GPT-5.6 Thinking,COMPLETE
u02-s011-v007,u02,s011,fraction-mixed-number,mc,advanced,SEQUENCE_REPAIR,FORMAL_EQUATION_NOT_YET_TAUGHT,True,True,重新計算後唯一正解為：3。,SAFE,答案 a=3 正確，但以 24+a=27 解未知數，正式方程式尚未教授。,改成缺格推理或移到 U03。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,433,c34eeabd2c2bcd705efad6465270ddd4243f8d4b01dfad69b8df0a36ddadd8c8,GPT-5.6 Thinking,COMPLETE
u02-s011-v008,u02,s011,fraction-mixed-number,mc,advanced,DIFFICULTY_REPAIR,DIFFICULTY_TOO_HIGH,True,True,重新計算後唯一正解為：2又2/9。,SAFE,答案正確，但分別只是一次借位或先化假分數再相乘，較適合 standard。,降為 standard。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,445,ca06c0d37525f59f9cac2fff0b93552e4a2025e64c272b1f28ff5b3961fbe2b1,GPT-5.6 Thinking,COMPLETE
u02-s011-v009,u02,s011,fraction-mixed-number,mc,advanced,DIFFICULTY_REPAIR,DIFFICULTY_TOO_HIGH,True,True,重新計算後唯一正解為：3又2/3。,SAFE,答案正確，但分別只是一次借位或先化假分數再相乘，較適合 standard。,降為 standard。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,35,482,767f82cfdd485e41e2c20aed1227e91fdc277c6210117a971710adeccfbea2c4,GPT-5.6 Thinking,COMPLETE
u02-s011-v010,u02,s011,fraction-mixed-number,mc,literacy,PASS,,True,True,重新計算後唯一正解為：3又3/4 公升。,SAFE,題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。,原樣保留。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,36,551,dd53199084e2bc8db528a64623abdd318233da915a2c5158cd0544752fc38ae9,GPT-5.6 Thinking,COMPLETE
