artifactId,artifactType,fieldPath,unicodeCharacterCount,utf8ByteCount,utf8Sha256
u02-s011-lecture-r1,lecture,lectureId,19,19,76150a3f89618bbae3b09bd71dfdfc47a10d1c9f687df5daec98c0744c8d4df8
u02-s011-lecture-r1,lecture,unitId,3,3,95b6504a8bd60df3a9a19ef2c504ac03429b325e9b81f0d701d07bdf6def6afb
u02-s011-lecture-r1,lecture,topicId,16,16,66e703817676a7ab7aa5a3dd6de79c75ae4590ebd2b1cf827c0f3445df800ee6
u02-s011-lecture-r1,lecture,skillId,21,21,b97edefce07bf8907bdb22975ca63120b07231b12a448d21443236b4df7862f1
u02-s011-lecture-r1,lecture,title,26,78,bb3e82acb54298ed152b632b5c86e973e6b95ee09003769b6d1febe84b252e22
u02-s011-lecture-r1,lecture,audience,10,30,e6b4416fbd9f36797de01256b31a4d6f6314e126fde8495e25792c814f64fc5f
u02-s011-lecture-r1,lecture,reviewStatus,22,22,ec809598e2f7fcc69fad54c9cd045bba62b4a0dc7c0ff90d4efdc3788c9ad8fb
u02-s011-lecture-r1,lecture,learningOutcomes[0],11,33,5b92d3a3b6f54ae55183ea32f41a8540a651b03aedeeaf6a201a858835963485
u02-s011-lecture-r1,lecture,learningOutcomes[1],16,48,082c9957424eddc4e560d9509f4ec082f0f4a6d17d5c4beb774b1a0e673b623f
u02-s011-lecture-r1,lecture,learningOutcomes[2],15,45,86782f56d07a99ac94354fceb9e83e54e60507865b7dea03c3f368b262d06436
u02-s011-lecture-r1,lecture,learningOutcomes[3],15,45,f4afe34478dabf286550554a6370770afaf2f01f092cb2050075dbee9a45a5d3
u02-s011-lecture-r1,lecture,prerequisites[0].skillId,24,24,8f1805dee4ff6e15caf4ab28d956952d0e8c3b744bb93c282f20e4ab2a51767a
u02-s011-lecture-r1,lecture,prerequisites[0].requiredLevel,35,103,83f144b455000bd2a5254b2ced0a8b66c4f40179bd0df965bb2f4a4102bf0989
u02-s011-lecture-r1,lecture,glossary[0].term,3,9,123fbef6a68ab6cfc6b20967d87c0c6dd2e5d01f97188c32dd1b9b92d5f643ef
u02-s011-lecture-r1,lecture,glossary[0].definition,11,33,57e35bd0f0ddc11271e7935d6cc0d3021c6f330d1c483f44385cd2d28fb11629
u02-s011-lecture-r1,lecture,glossary[1].term,3,9,6e073d178b259eb83e179691abc3c668ad7427917037818440b7f4c01f88cf60
u02-s011-lecture-r1,lecture,glossary[1].definition,13,39,555d00dbd41d96d9247771d7a2912f206ee0aa3a60eb816532fcbbbf212bb537
u02-s011-lecture-r1,lecture,glossary[2].term,3,9,d6e1e20df33d16c08699acec487f18c93c2a9338e695a527f84b82c0d14a601a
u02-s011-lecture-r1,lecture,glossary[2].definition,12,36,02ef77ec7471800be6be96cc8823d7040659589dbbd0b1a7092dac385f733ca3
u02-s011-lecture-r1,lecture,glossary[3].term,2,6,8315270229470d512d8cdbd74dd17f00104ab2f4622a965ec9309a78fb4bcc09
u02-s011-lecture-r1,lecture,glossary[3].definition,16,46,45b13f3554e2d72d1fd12ad8c991cac1fdadbcd7b02b5f7972d5a7f4224f40ae
u02-s011-lecture-r1,lecture,notation[0].symbol,5,5,539138d518391ec4fc557ce35c37ead28f89fbf801332ce2d41446ae95beb2b5
u02-s011-lecture-r1,lecture,notation[0].meaning,16,29,6ff812723c8f97e00333d37d465d380bd33099e5456e49a7ac4da82b4316739f
u02-s011-lecture-r1,lecture,conceptNarrative[0],27,81,480a3c7f8c12089af436107f79266e06f3ed94cbe5a8aa5a35076b73d3bb55e2
u02-s011-lecture-r1,lecture,conceptNarrative[1],29,87,410b26ba5bf7f9c5ae1f028dcbc62a6ef642f98599f534b6ec32616471304869
u02-s011-lecture-r1,lecture,conceptNarrative[2],26,74,0044cd5f2ad4405237d49872d031c98f9ed1efbd5a27023edb223cb1952ef77e
u02-s011-lecture-r1,lecture,conceptNarrative[3],26,78,aacbf933e2d8d1e3d59a258cb972001922cb4fb6068131aaae96a0044fc3e1b2
u02-s011-lecture-r1,lecture,formalDefinitions[0].name,7,21,0098ba3a3abb390238f8c22df715d2776991d9e9474af1aa6dc6f3cede548405
u02-s011-lecture-r1,lecture,formalDefinitions[0].statement,15,17,5634bc5d71187d6702c9bff330099e511892e639355fed14d641b78c758cd7f1
u02-s011-lecture-r1,lecture,formalDefinitions[1].name,7,21,ece7f82ecd6431b55d7631957a1ea2741bd35c4c45a9720b75b3f3885d6c8c51
u02-s011-lecture-r1,lecture,formalDefinitions[1].statement,20,59,72f3b21f144c4bb0aab987dcb512c75e26743a73ec25e1fad0479c532fe95ba8
u02-s011-lecture-r1,lecture,formulas[0].formula,14,14,4589cd552c317c825d4fbefba9a72ffab28d89b11de2f03692168fe57a8a6d19
u02-s011-lecture-r1,lecture,formulas[0].conditions[0],6,16,9baecc6f14fa2a74d875e9f4421a9db714df3c1ae6e691e051c28cbadad133b6
u02-s011-lecture-r1,lecture,formulas[0].conditions[1],5,7,f18472c7ce31f8dd7b7b6830b6a35bc11f86266e8c7093d5e75bc525660712ad
u02-s011-lecture-r1,lecture,formulas[0].meaning,6,18,b55b1000fc013851dee10e8fd1ab95ee7559ae7d53d509b8b2f553cff26daf85
u02-s011-lecture-r1,lecture,nonApplicableCases[0],25,75,0b73d3cbf8349fb5c3e17d2dbc01a3042aad3b9bfd6b0a85346e3521af7a5ff7
u02-s011-lecture-r1,lecture,nonApplicableCases[1],15,43,5847cd93c2d692b3092a6097272d7575a00f6f5ac4ebfe7b35692a76e2207645
u02-s011-lecture-r1,lecture,nonApplicableCases[2],20,60,33d577754a62ebbcbeba4c8de601fa8713a1df4630e5c0cc67f5efb277af3f0a
u02-s011-lecture-r1,lecture,nonApplicableCases[3],16,48,447dcda8ff850f3683c458bc11ede02ed756af6f269b9772232e651b44494ecc
u02-s011-lecture-r1,lecture,method[0].instruction,7,21,22ce9989f7a33d25367952a3444e57cd94f12d416f32ab2ac985dbc1685899c0
u02-s011-lecture-r1,lecture,method[0].check,10,30,db945c7051f9f60a3c7ff8513cb23e234e8ff739920945ed3617fd35ecf89753
u02-s011-lecture-r1,lecture,method[1].instruction,6,18,bf5f04fcf563ebc3112795370e6baba57345082b8575bfcd1b2016f6e5ed9b3a
u02-s011-lecture-r1,lecture,method[1].check,11,33,5e573ed532c548cbcf8ebdab6ccbf3819af593b17bcd616f1b1400e34569a632
u02-s011-lecture-r1,lecture,method[2].instruction,7,21,73719721d723b15f56a0f8809379cd37af351c53e0bf69eff8f09fc6aeadd454
u02-s011-lecture-r1,lecture,method[2].check,10,30,deb8620ed7119b2bcfc7854a00ed59167975cc401ae6c7bdfd454a7c14119d90
u02-s011-lecture-r1,lecture,method[3].instruction,9,27,32773770c178af45791bd6e8208dd442a831e5d2d5cc3a6479aa29290d35e220
u02-s011-lecture-r1,lecture,method[3].check,6,18,64e7aa239cefd3f50fff974c50353996b7a0e3a08ca020505be811bc1d584adc
u02-s011-lecture-r1,lecture,method[4].instruction,9,27,c8ecf4e1184fc474aad64d00a3ec528a80b3a12906929f7f55b31b2e272c5171
u02-s011-lecture-r1,lecture,method[4].check,14,42,c84d58280fdad23d3080aff96398e8bf59006a94846b42ff6753d922ddfcefcc
u02-s011-lecture-r1,lecture,workedExamples[0].exampleId,2,2,dffe8596427fc50e8f64654a609af134d45552f18bbecef90b31135a9e7acaa0
u02-s011-lecture-r1,lecture,workedExamples[0].prompt,10,20,2c6976c9bf740deecc7c1a9e25b2ab4634d9fd135598b94c55ede96f9e48acfc
u02-s011-lecture-r1,lecture,workedExamples[0].solutionSteps[0],9,14,1832357bbd520a623f3bed8559300685251c11301b88e7fbf7336203002715fc
u02-s011-lecture-r1,lecture,workedExamples[0].solutionSteps[1],6,16,73dd72f83b2e479477a9dfb31ce3e06892a9a111cfc803cecde7c80fda326a89
u02-s011-lecture-r1,lecture,workedExamples[0].answer,6,10,c26255f06ac92db461b6bf6b2378a02dbe6a97708980303d0731b52d3c72bcfa
u02-s011-lecture-r1,lecture,workedExamples[1].exampleId,2,2,d76354d8457898445bb69e0dc0dc95fb74cc3cf334f8c1859162a16ad0041f8d
u02-s011-lecture-r1,lecture,workedExamples[1].prompt,11,23,a006d005eb0fd05272b255075026d5362e53b1f52ed33faa1a79da59f2be33c3
u02-s011-lecture-r1,lecture,workedExamples[1].solutionSteps[0],9,12,04852544ece824da3cfced218ee86879f16c7659246ffdb85a5b2ac3f0870901
u02-s011-lecture-r1,lecture,workedExamples[1].solutionSteps[1],4,10,717a0d64f476a985d07922bf8c456f859189c9ba2d3ecaa523736639fa6a6af4
u02-s011-lecture-r1,lecture,workedExamples[1].answer,5,7,9eb488cbe6b45dd8ef96c1e33ea6da6635ffeae4e5399db7ba013ad7e36ac0f8
u02-s011-lecture-r1,lecture,workedExamples[2].exampleId,2,2,842983de8fb1d277a3fad5c8295c7a14317c458718a10c5a35b23e7f992a5c80
u02-s011-lecture-r1,lecture,workedExamples[2].prompt,12,18,996cb7f012df30dbaa2800bf0cd209ab1457949f054ec22a07ae15be9695d1c0
u02-s011-lecture-r1,lecture,workedExamples[2].solutionSteps[0],14,24,0f9dafbabaa9c149732aee0efd7cef159cc4bc14f10b8a39634e6af1842ecf61
u02-s011-lecture-r1,lecture,workedExamples[2].solutionSteps[1],8,24,1e6601bad50c541ad3bb5c8c0a320be8c238527394344ffd4986bb7b8d3164c2
u02-s011-lecture-r1,lecture,workedExamples[2].answer,6,10,8215e8434b5f7183095623235e676fa7b9763953af14ce51a69dcc55404d3028
u02-s011-lecture-r1,lecture,workedExamples[3].exampleId,2,2,4a5a97c6433c4c062457e9335709d57493e75527809d8a9586c141e591ac9f2c
u02-s011-lecture-r1,lecture,workedExamples[3].prompt,8,12,131e1d76136c5dcf1d0483a02fcb6316c126cee8712a8fd7d8da7cdf3d6a9926
u02-s011-lecture-r1,lecture,workedExamples[3].solutionSteps[0],10,20,56422f70bafcc3c4bb81d6b1bc79b2fc7ae096c0acf2e76629eff408e428c245
u02-s011-lecture-r1,lecture,workedExamples[3].solutionSteps[1],18,26,f80d9c69c5c57ef36f40aa2123ff4f0815e335fcd77f9f1f3a5b1514c461cb15
u02-s011-lecture-r1,lecture,workedExamples[3].answer,6,10,99dab0a6d8154fc1a1faa1d7c1bae496bf554a1fc278a53e3e0938896c40d43e
u02-s011-lecture-r1,lecture,commonMistakes[0].mistake,12,22,852d678e162de3794ef55b6446d3d54e84e6a5af4d90c911988f14e3223417bf
u02-s011-lecture-r1,lecture,commonMistakes[0].why,14,42,10441ec282834393df1d5bd543f1907862b2e02eaf5fa8e3a0ec9667d61fc858
u02-s011-lecture-r1,lecture,commonMistakes[0].correction,7,12,3f3fd2418a8eb02f6744dccd29be2dfa94cc1167dd831a621daa91b96af2cc8b
u02-s011-lecture-r1,lecture,commonMistakes[1].mistake,12,36,3bba95087b1d0b2d617adcd2def378bf281e3781f8fac6369673d3b48953edb2
u02-s011-lecture-r1,lecture,commonMistakes[1].why,10,30,f86f94ef944fc6174b9eb9bc85211bcd2d445b0b2be3f43210a7a7aeb6c8a978
u02-s011-lecture-r1,lecture,commonMistakes[1].correction,11,33,4771d0eac2a37de2ab389947ecf9139f4c72237b8ca82d3509e86b721de8e39d
u02-s011-lecture-r1,lecture,commonMistakes[2].mistake,9,25,8aec476ec7d7d780450313bdcb4d98259862ad080603284114f86c8b79e96368
u02-s011-lecture-r1,lecture,commonMistakes[2].why,10,30,d960dd47207fea812bbe49ca4d0751dc4d0d91f66824705af4e1b4c5f5d644c6
u02-s011-lecture-r1,lecture,commonMistakes[2].correction,10,30,227b1356a60f0a1ced2819a55a0bfa3e8fe2d49f0224d03dc92b1d67aa72684a
u02-s011-lecture-r1,lecture,commonMistakes[3].mistake,13,39,a328c71218aba975c75015062b96456df8893327c08af72e90416406f582bcc2
u02-s011-lecture-r1,lecture,commonMistakes[3].why,7,21,7e385de2b8adc9eec94867f2e0e4acb436e60b765d00e7e4ac081d126176ae44
u02-s011-lecture-r1,lecture,commonMistakes[3].correction,11,29,9067e512e0c0dd821854df13cfae5a9a9f304a6ff804c98c9210fb447181edee
u02-s011-lecture-r1,lecture,commonMistakes[4].mistake,11,33,a742efe8c65c68680fc5185f1550a914fcff0628c808176f5eff58ac3271dfc9
u02-s011-lecture-r1,lecture,commonMistakes[4].why,12,36,0cc0b40a3a499dd69dd8dcd50c812ae983da242132f70b43a545c928b84c9744
u02-s011-lecture-r1,lecture,commonMistakes[4].correction,8,24,1322da2f611206d14f31d25e831ef47eb1be43d7e22803b9abcee1368782d55c
u02-s011-lecture-r1,lecture,commonMistakes[5].mistake,11,33,598e553885c14977416f512a187c729042b09327828397c142cc1ea921c26fee
u02-s011-lecture-r1,lecture,commonMistakes[5].why,8,24,6787442fd1409313943f8f2d362d5fe71518584286b6935e789fc5ba37038d1a
u02-s011-lecture-r1,lecture,commonMistakes[5].correction,11,33,e06c4163491e03a62b33654a9e03a2f3850bb513540b01a48f531fc07b1dbf23
u02-s011-lecture-r1,lecture,selfCheck[0],14,42,082c4f95dd0fd1f9132f835c636bab1e1129bd5b46814a81157034a720710717
u02-s011-lecture-r1,lecture,selfCheck[1],15,45,01c372b2e98dc52a9e7373cdb1e45d3339596cfd3b139bbc30dd0c5d1baec147
u02-s011-lecture-r1,lecture,selfCheck[2],9,27,dd8c5c1e8c12d54905b6aeb5fca2674569cccdcae3a8853e8cfb701fa33421b4
u02-s011-lecture-r1,lecture,selfCheck[3],9,27,549255077b1c29c347da3bda2ac368067adfa073aed9c333b6fb90aa79c1023f
u02-s011-lecture-r1,lecture,selfCheck[4],10,30,14ee87480b1da897b8c331968ed7642f72b480a4b6796b85c10a09df7df19fc4
u02-s011-lecture-r1,lecture,summary[0],11,33,c5fa79c16841ece73a752181e2114ac7af40d8539a8e913c974bf7502d64f64e
