questionId,unitId,slot,skillId,questionType,difficulty,primaryVerdict,issueCodes,mathematicsCorrect,answerIndexCorrect,manualDerivedAnswer,rendererVerdict,reason,recommendedAction,officialScopeEvidence,allStringFieldsRead,reviewedStringFieldCount,reviewedUnicodeCharacterCount,originalArtifactSha256,manualReviewer,manualReviewStatus
u03-s001-v001,u03,s001,linear-expression-substitution,mc,basic,PASS,,True,True,重新計算後唯一正解為：14。,SAFE,題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。,原樣保留。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,36,480,21413353ea4402412edf19b975af6890b79191e957f182d8f65e7bcc4bd6f868,GPT-5.6 Thinking,COMPLETE
u03-s001-v002,u03,s001,linear-expression-substitution,mc,basic,PASS,,True,True,重新計算後唯一正解為：11。,SAFE,題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。,原樣保留。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,36,484,a4a62db9d8e8ab50c771ed4156d2aebe6bf79a26c80e1ee43a98ccaec0b1a147,GPT-5.6 Thinking,COMPLETE
u03-s001-v003,u03,s001,linear-expression-substitution,mc,basic,PASS,,True,True,重新計算後唯一正解為：2。,SAFE,題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。,原樣保留。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,36,441,2f6af4d42a1e870d7e9df590a111a1ccc699194622025cc54d78ecaf08ef8834,GPT-5.6 Thinking,COMPLETE
u03-s001-v004,u03,s001,linear-expression-substitution,mc,standard,PASS,,True,True,重新計算後唯一正解為：4。,SAFE,題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。,原樣保留。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,36,466,c984109ab7ab41c5719de0feeb0488f26cb36c912ac653b4be627c7b6ea69464,GPT-5.6 Thinking,COMPLETE
u03-s001-v005,u03,s001,linear-expression-substitution,mc,standard,PASS,,True,True,重新計算後唯一正解為：14。,SAFE,題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。,原樣保留。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,36,489,a9de863f80c37a11c6f0755432c3ba73b2caa8d52d479779529b98d7698993ad,GPT-5.6 Thinking,COMPLETE
u03-s001-v006,u03,s001,linear-expression-substitution,mc,standard,PASS,,True,True,重新計算後唯一正解為：30。,SAFE,題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。,原樣保留。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,36,517,c791871f3d7e8a8d7d9d9cca14c5663eed1c9b4f9469d70061aa96365b5eaa85,GPT-5.6 Thinking,COMPLETE
u03-s001-v007,u03,s001,linear-expression-substitution,mc,advanced,PASS,,True,True,重新計算後唯一正解為：5。,SAFE,題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。,原樣保留。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,36,524,0cc4eede6ec1d62cd7cb576362a9a500b236286bca666f2ae6890ccdc44acdfb,GPT-5.6 Thinking,COMPLETE
u03-s001-v008,u03,s001,linear-expression-substitution,mc,advanced,SEQUENCE_REPAIR,EQUATION_SOLVING_BEFORE_BALANCE_PROPERTY,True,True,重新計算後唯一正解為：0。,SAFE,答案 0 正確，但必須先由 a-b=3 解出 a，早於 S003、S004 的方程式教學。,移到方程式基本解法後，或直接給 a 的值。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,36,483,77f1055d836fae9ef58f590ab9134683047f718667e0482c95712295f8ec71b0,GPT-5.6 Thinking,COMPLETE
u03-s001-v009,u03,s001,linear-expression-substitution,mc,advanced,DIFFICULTY_REPAIR,DIFFICULTY_TOO_HIGH,True,True,重新計算後唯一正解為：9/2。,SAFE,分數代入與括號運算正確，但屬標準代入題，advanced 標示偏高。,降為 standard。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,36,505,08b5af4d1b4ad70d979decaca80eaccd0c59c86db914aa88880c048817554b20,GPT-5.6 Thinking,COMPLETE
u03-s001-v010,u03,s001,linear-expression-substitution,mc,literacy,PASS,,True,True,重新計算後唯一正解為：140。,SAFE,題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。,原樣保留。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,37,598,f86098d1918bc0112d3045df9ef9feee52ea12739738ae528da71191615211cf,GPT-5.6 Thinking,COMPLETE
u03-s001-v011,u03,s001,linear-expression-substitution,mc,literacy,PASS,,True,True,重新計算後唯一正解為：48。,SAFE,題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。,原樣保留。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,37,563,965d8a66cd6e2882cba1d1bbe02564c69f7a3f81a570c4bd787352ac1b345dcd,GPT-5.6 Thinking,COMPLETE
u03-s001-v012,u03,s001,linear-expression-substitution,mc,literacy,PASS,,True,True,重新計算後唯一正解為：9。,SAFE,題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。,原樣保留。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,37,605,83b17a0ad8d8afa2a55c0173edaac27f1f16811a14af21318bb4b5ed197b3303,GPT-5.6 Thinking,COMPLETE
u03-s001-cr001,u03,s001,linear-expression-substitution,constructed-response,standard,RUBRIC_REPAIR,ANSWER_ONLY_ZERO_POLICY_MISSING,True,N/A,-6,SAFE,代入、單位或進位規則正確，但 0 分規準未統一明示只寫答案且無有效過程為 0 分。,補上答案-only-zero 規則。,國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。,True,28,510,357d1dc686d5824d970234359db8f3fa0d1ca42c665379c60242bcc92b31890d,GPT-5.6 Thinking,COMPLETE
