artifactId,artifactType,fieldPath,unicodeCharacterCount,utf8ByteCount,utf8Sha256
u03-s009-lecture-r1,lecture,lectureId,19,19,b30c74879be45dd6fd5f154fe0bd68a53427ee184b6554c8575a7f1a9dc068c1
u03-s009-lecture-r1,lecture,unitId,3,3,97ce842ec69dee17c1842918e63b9d4042fa4b35007146dcfb80a09c5000888a
u03-s009-lecture-r1,lecture,topicId,24,24,326b17ae4f5196ef40b28e1a1c7a830421ca958af02230db5604747dc8ba7ef2
u03-s009-lecture-r1,lecture,skillId,29,29,cdec486420a4b304008be7adeaf6dab5e4d4e7b7eec78002b7e87740d889baba
u03-s009-lecture-r1,lecture,title,19,57,b6756e07ffc1f10f7f088c7b49e43092a7c3c4a010f683c27849bc833eac3840
u03-s009-lecture-r1,lecture,audience,10,30,e6b4416fbd9f36797de01256b31a4d6f6314e126fde8495e25792c814f64fc5f
u03-s009-lecture-r1,lecture,reviewStatus,22,22,ec809598e2f7fcc69fad54c9cd045bba62b4a0dc7c0ff90d4efdc3788c9ad8fb
u03-s009-lecture-r1,lecture,learningOutcomes[0],13,39,432ec92b771de5b3d931f4b1f0da4b101ea5d2751d172e86a5b9e44963953f54
u03-s009-lecture-r1,lecture,learningOutcomes[1],11,33,05b234954c6c76a3d0a93b40349cda9e2440c6c495cabbc0b00b4405a83c005f
u03-s009-lecture-r1,lecture,learningOutcomes[2],17,51,a2ff2fe45a7b09a61fdf442eb4aeea14ecd43ad8316b447bbd91df0b528d67b6
u03-s009-lecture-r1,lecture,learningOutcomes[3],17,51,7b95ced00cb4a00e271afd1ad2f21ecbe5c5bb1e5f0cc7e1d5c09caf2bfb095a
u03-s009-lecture-r1,lecture,prerequisites[0].skillId,27,27,5f2f8d666d252bef335cc616b1265322a5d4f10369bdc814bca52cc04bf18fdf
u03-s009-lecture-r1,lecture,prerequisites[0].requiredLevel,25,75,91052d8b307a373f8926ae5d5ee79ca8f3a955609e43f73b8033da039c917c8a
u03-s009-lecture-r1,lecture,glossary[0].term,2,6,0a39d67eb973d4883246d348152163d65ce342587ccf67beeb246de9d5c46b5c
u03-s009-lecture-r1,lecture,glossary[0].definition,10,30,338a26efa8c2059a801b5c1ec3a9cfcc794f014f17e6e1b44179dc70f1269c3b
u03-s009-lecture-r1,lecture,glossary[1].term,3,9,fc5074f5ea575f7c9b082aba4c154f2d461ab6b06d389b086108247e6723b134
u03-s009-lecture-r1,lecture,glossary[1].definition,17,51,5b5c159335f80cbc2604588814caf39f8fcd463f9afafecab6a26320e7f2b81b
u03-s009-lecture-r1,lecture,glossary[2].term,3,9,5dbe1ccd23142c50bd4275f5e75c62298320c1cba73cd7d382dbfdc734739972
u03-s009-lecture-r1,lecture,glossary[2].definition,15,45,f7a3233f9c1b22c2d86c7a95627a07b80a1677748155a055e4e864deb923bff4
u03-s009-lecture-r1,lecture,glossary[3].term,2,6,8cadb3b3e326bbd53a88c85d4ef57668dec44503734e007ea0bbb4b46fa7a6bd
u03-s009-lecture-r1,lecture,glossary[3].definition,13,39,85c9b96d5e4509124f5e6289eb75d2e5ff0530149266b1152e0e916293f2f7d9
u03-s009-lecture-r1,lecture,notation[0].symbol,4,4,c1e9706b25d6b91b1d10531330c087e1931089239c7103e1b46894f5fc5074d2
u03-s009-lecture-r1,lecture,notation[0].meaning,15,39,8123c1aca7dae678c7fa92f712e0b7c663a2ec07613b01800b4dcce035ea517a
u03-s009-lecture-r1,lecture,notation[1].symbol,3,3,f547dad0989f9450e6f4280e432db8cf03739c259bc9c88236e705a6d41d9c27
u03-s009-lecture-r1,lecture,notation[1].meaning,13,35,15da08a4035912a11c7a3173d300345c99976c7a1d2b6da55001fc87ee38a3a0
u03-s009-lecture-r1,lecture,conceptNarrative[0],25,75,aeca1ed2fa0e4129e15bcc520fe821c069fa679a60229afe72c188b4be44d1ae
u03-s009-lecture-r1,lecture,conceptNarrative[1],21,59,31ade8fe7db9421273d64d71f46c014b1b84dafc7d6f4b3aa1682a40fd5981ac
u03-s009-lecture-r1,lecture,conceptNarrative[2],21,63,3f8084ba6bee9de49309a6b178cf185b4ff9b01a3b794fc786b546c6348ee831
u03-s009-lecture-r1,lecture,conceptNarrative[3],26,78,a106d7ea882739486961ab82099cb34ca57d3dccf7e14db04a9334161e29b02b
u03-s009-lecture-r1,lecture,formalDefinitions[0].name,2,6,e55978cb7652449a94fa7582f0ff0e2bbfa4051aee1c332459465392d1562de9
u03-s009-lecture-r1,lecture,formalDefinitions[0].statement,13,34,a15112919cf7131ca5cc0bb70070c34849f9834740970db1d3d1a2c5784c13c1
u03-s009-lecture-r1,lecture,formalDefinitions[1].name,4,12,600900ee75e7ac4de07f54a4bcae3a23e965e67deb61518b527e6d142bbac438
u03-s009-lecture-r1,lecture,formalDefinitions[1].statement,9,23,a3f654b8065976bcc901ab941e55ed8f849647644acb8795574d185ff56f600a
u03-s009-lecture-r1,lecture,formalDefinitions[2].name,3,9,4aa7132586aed6305fff772d4be3fc2d3424fde66e18e9dbfc989a1ff382552d
