questionId,unitId,slot,skillId,questionType,difficulty,primaryVerdict,issueCodes,mathematicsCorrect,answerIndexCorrect,manualDerivedAnswer,rendererVerdict,reason,recommendedAction,officialScopeEvidence,allStringFieldsRead,reviewedStringFieldCount,reviewedUnicodeCharacterCount,originalArtifactSha256,manualReviewer,manualReviewStatus
u03-s009-v001,u03,s009,linear-equation-money-problem,mc,basic,PASS,,true,true,"重新計算後唯一正解為：30。",SAFE,"題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。","原樣保留。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,37,500,dc8b6355eb596decafa28c5d92a13e5b708505a6639d2a2b756138354cb66ef7,GPT-5.6 Thinking,COMPLETE
u03-s009-v002,u03,s009,linear-equation-money-problem,mc,basic,PASS,,true,true,"重新計算後唯一正解為：15。",SAFE,"題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。","原樣保留。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,37,492,dc8b6355eb596decafa28c5d92a13e5b708505a6639d2a2b756138354cb66ef7,GPT-5.6 Thinking,COMPLETE
u03-s009-v003,u03,s009,linear-equation-money-problem,mc,basic,PASS,,true,true,"重新計算後唯一正解為：110。",SAFE,"題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。","原樣保留。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,37,507,dc8b6355eb596decafa28c5d92a13e5b708505a6639d2a2b756138354cb66ef7,GPT-5.6 Thinking,COMPLETE
u03-s009-v004,u03,s009,linear-equation-money-problem,mc,standard,PASS,,true,true,"重新計算後唯一正解為：800。",SAFE,"題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。","原樣保留。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,37,526,dc8b6355eb596decafa28c5d92a13e5b708505a6639d2a2b756138354cb66ef7,GPT-5.6 Thinking,COMPLETE
u03-s009-v005,u03,s009,linear-equation-money-problem,mc,standard,PASS,,true,true,"重新計算後唯一正解為：168。",SAFE,"題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。","原樣保留。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,37,558,dc8b6355eb596decafa28c5d92a13e5b708505a6639d2a2b756138354cb66ef7,GPT-5.6 Thinking,COMPLETE
u03-s009-v006,u03,s009,linear-equation-money-problem,mc,standard,PASS,,true,true,"重新計算後唯一正解為：6。",SAFE,"題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。","原樣保留。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,37,547,dc8b6355eb596decafa28c5d92a13e5b708505a6639d2a2b756138354cb66ef7,GPT-5.6 Thinking,COMPLETE
u03-s009-v007,u03,s009,linear-equation-money-problem,mc,advanced,PASS,,true,true,"重新計算後唯一正解為：100。",SAFE,"題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。","原樣保留。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,37,530,dc8b6355eb596decafa28c5d92a13e5b708505a6639d2a2b756138354cb66ef7,GPT-5.6 Thinking,COMPLETE
u03-s009-v008,u03,s009,linear-equation-money-problem,mc,advanced,PASS,,true,true,"重新計算後唯一正解為：75。",SAFE,"題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。","原樣保留。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,37,511,dc8b6355eb596decafa28c5d92a13e5b708505a6639d2a2b756138354cb66ef7,GPT-5.6 Thinking,COMPLETE
u03-s009-v009,u03,s009,linear-equation-money-problem,mc,advanced,PASS,,true,true,"重新計算後唯一正解為：80。",SAFE,"題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。","原樣保留。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,37,523,dc8b6355eb596decafa28c5d92a13e5b708505a6639d2a2b756138354cb66ef7,GPT-5.6 Thinking,COMPLETE
u03-s009-v010,u03,s009,linear-equation-money-problem,mc,literacy,PASS,,true,true,"重新計算後唯一正解為：6。",SAFE,"題幹、所有選項、唯一答案、answerIndex、解析、步驟、選項分析、難度與情境均逐欄核對一致。","原樣保留。","國中教育會考第四學習階段數學；另核對本網站鎖定技能範圍、前置順序與零基礎可讀性。",true,38,537,dc8b6355eb596decafa28c5d92a13e5b708505a6639d2a2b756138354cb66ef7,GPT-5.6 Thinking,COMPLETE
