artifactId,artifactType,fieldPath,unicodeCharacterCount,utf8ByteCount,utf8Sha256
u01-s014-lecture-r1,lecture,lectureId,19,19,b1318403aa928714af0d62354a05c3787243afd828882a2022b1a382cc05c64f
u01-s014-lecture-r1,lecture,unitId,3,3,2055254ee30aaae13b777732834c89d7f799015d3af13b62fe05aeef8c3e0eaa
u01-s014-lecture-r1,lecture,topicId,21,21,6c2d9a40ebadba3338b6f5bafbe66da4ac6d33592472b5b2f23ccc9fa1c80ebb
u01-s014-lecture-r1,lecture,skillId,27,27,edd279722987333b33a23fc24e21445f2a848790a11359abdbcb1391f320f5b4
u01-s014-lecture-r1,lecture,title,27,55,60e2f009200b6753fc43e17a7a3430218115bcaf2f4587fc718fd645a4b0826b
u01-s014-lecture-r1,lecture,audience,10,30,e6b4416fbd9f36797de01256b31a4d6f6314e126fde8495e25792c814f64fc5f
u01-s014-lecture-r1,lecture,reviewStatus,22,22,ec809598e2f7fcc69fad54c9cd045bba62b4a0dc7c0ff90d4efdc3788c9ad8fb
u01-s014-lecture-r1,lecture,learningOutcomes[0],14,42,2db059f1b7024484c021d05e40c14ae2b035a7488d5183e92fa830a3bd5e0f2f
u01-s014-lecture-r1,lecture,learningOutcomes[1],14,42,97832ce4439d03c0eb5d9c68b69cac78971fe8e4ead01801cc2fede370444b3a
u01-s014-lecture-r1,lecture,learningOutcomes[2],14,42,af86b2f8d0e8ec2a30f58dc7a7b146173a52ab14712bf74e1e9af916eb107fba
u01-s014-lecture-r1,lecture,learningOutcomes[3],13,39,66fc2801bd3ba8c6c8a4c77691e85e9c02620ddc08c6409e071b209069f72a32
u01-s014-lecture-r1,lecture,learningOutcomes[4],17,51,d54cbecffb403ab8bfe483d782162bff4bcc0021b89864c66ce042d94a6537b1
u01-s014-lecture-r1,lecture,prerequisites[0].skillId,21,21,7b00b19a489da427db28315d822ef95d4808ac16f2df36e74e1c5570b7d4b5bc
u01-s014-lecture-r1,lecture,prerequisites[0].requiredLevel,34,94,85e8868bf34c780d91b1003430a482f9e814570b68243dcaa2e3c51d73ce9c94
u01-s014-lecture-r1,lecture,glossary[0].term,4,12,b3c4d52d877de5dfc7edea952f1254fed979d225d0021a66c07589b5bcc068ca
u01-s014-lecture-r1,lecture,glossary[0].definition,31,64,55ac27b9b3b43ffbab69a71866afa0718063dc4cf9330e0579328426fe0981f1
u01-s014-lecture-r1,lecture,glossary[1].term,2,6,51a509040fe4ec82abff73da2da89230d25eea3c2948777af1d042663cb60e75
u01-s014-lecture-r1,lecture,glossary[1].definition,24,56,71a87c19e8c5a7723283ab45241541d9401e64f5dee5b106b97cad8fd7865877
u01-s014-lecture-r1,lecture,glossary[2].term,3,9,5974f638fc427ff8911f911f06bde69c1418e742577f9d18574f6b9c1fe29f13
