artifactId,artifactType,fieldPath,unicodeCharacterCount,utf8ByteCount,utf8Sha256
u01-s010-lecture-r1,lecture,lectureId,19,19,4bf50f7961a7ba95c18e541b90c1a34995efa4dabfc92532cd71fea9527da27a
u01-s010-lecture-r1,lecture,unitId,3,3,2055254ee30aaae13b777732834c89d7f799015d3af13b62fe05aeef8c3e0eaa
u01-s010-lecture-r1,lecture,topicId,22,22,3c671d5dc19382bd451c9b89831e7ad7186214a0e19ae625c41a0741a4e4fa19
u01-s010-lecture-r1,lecture,skillId,31,31,081dc09fa04adf2a41b0bce921424346fd614e26bfbc29f8a6b27a7c131c8df1
u01-s010-lecture-r1,lecture,title,19,57,da6cd18c3e750ba3b5e097054267e2601c1014338163314e79c706ba08ce74a9
u01-s010-lecture-r1,lecture,audience,10,30,e6b4416fbd9f36797de01256b31a4d6f6314e126fde8495e25792c814f64fc5f
u01-s010-lecture-r1,lecture,reviewStatus,22,22,ec809598e2f7fcc69fad54c9cd045bba62b4a0dc7c0ff90d4efdc3788c9ad8fb
u01-s010-lecture-r1,lecture,learningOutcomes[0],14,42,2a066f1a967194aae525d558d90d55bf4fad780fb7d4887d7f561c9fe237483b
u01-s010-lecture-r1,lecture,learningOutcomes[1],11,33,a133e2084fa2518260a0af1408dd9defa57dc5a7304f7a2b7d6a2e0975fa2e03
u01-s010-lecture-r1,lecture,learningOutcomes[2],12,36,253ad2c960c18087e039a06587f0850a542babcff1f4c0794f310060aa15a5a5
u01-s010-lecture-r1,lecture,learningOutcomes[3],10,30,c863d56968b33769f5975651cbb43d260d92012c7cd4748756e3c4297fd6ab89
u01-s010-lecture-r1,lecture,learningOutcomes[4],15,45,5e4ad9d23d5d3a1b08365dec20430141a3194ff3d6c76f429a625be66ec3cd22
u01-s010-lecture-r1,lecture,prerequisites[0].skillId,19,19,e173f689da5d11729b90ffa7f9e3d8cdb791c0c85134111ea5ef0471f1d91adb
u01-s010-lecture-r1,lecture,prerequisites[0].requiredLevel,23,69,fa52316cd81087a8a31678192a28a058ea354fc439f2971384778bb71f1d8af6
u01-s010-lecture-r1,lecture,glossary[0].term,2,6,33e96a0fbd64832b35dcda6db3074bc35aad5725ecdb2909775f3281e557a7ba
u01-s010-lecture-r1,lecture,glossary[0].definition,8,24,5da149180967f9a56130f8cb7450403a69b398426b907718c0d5682ceb1f37eb
u01-s010-lecture-r1,lecture,glossary[1].term,2,6,8e81c1c08e9b378e937895d0c5513abbe7468b312277ce7ab2ce9dfcd7bb6b28
u01-s010-lecture-r1,lecture,glossary[1].definition,6,18,287bea96aad4b49422435099a2012abbd5329febf060967b5e5698354ba45fa8
u01-s010-lecture-r1,lecture,glossary[2].term,3,9,eabe19cb426158c9c60f800ac7fc65bb0f9f628657cfc8b3366d737aae8754fe
u01-s010-lecture-r1,lecture,glossary[2].definition,13,39,145c18e91e72db0169346700d39f9980e276aa40a049729c5a8cdb075b8d57e3
u01-s010-lecture-r1,lecture,glossary[3].term,2,6,c80999022b5120c75f8482c8d492f6e15905d4fcc50326a320301e0113c12c46
u01-s010-lecture-r1,lecture,glossary[3].definition,19,53,29a41d2d3f4b07c929d90a2a25772823ba0f5d8f2e7477321413f37eb31ab823
u01-s010-lecture-r1,lecture,glossary[4].term,1,3,537ee404352f15afec685f195dc39a7c21fb05d5f6d8aee1f85e30261c0ba9c6
u01-s010-lecture-r1,lecture,glossary[4].definition,7,21,ea281ad95fff023b666cdc51f54cbcf78985287a19a23df0f9f2ab01cd7afd99
u01-s010-lecture-r1,lecture,notation[0].symbol,3,4,56e6dfa99eef34f58c310c22a63e2e1538b954c5271cc3416ce759b676ce809f
u01-s010-lecture-r1,lecture,notation[0].meaning,9,17,930850cbea979a9232d9ce82eebc7c6573733028b4dc8d432c601aed71091e08
u01-s010-lecture-r1,lecture,notation[1].symbol,3,4,d856fe97dbd532dafb650a335da4a97066e890ee97ab98ed3817bd4a38fca7c6
u01-s010-lecture-r1,lecture,notation[1].meaning,11,21,d16b8cb24ce38aa3d0b20666836862c0294ddba68d3a021d29d4de1dc4a7a52a
u01-s010-lecture-r1,lecture,notation[2].symbol,6,6,b40ed74681bda6080dbb2be5a3d50bda51ece35bd299d72eda14a3e5f7e715dc
