artifactId,artifactType,fieldPath,unicodeCharacterCount,utf8ByteCount,utf8Sha256
u02-s003-lecture-r1,lecture,lectureId,19,19,7375f75586421d1d38f6fcc2aeb026f0a05299c22fcca84217701e41db072726
u02-s003-lecture-r1,lecture,unitId,3,3,95b6504a8bd60df3a9a19ef2c504ac03429b325e9b81f0d701d07bdf6def6afb
u02-s003-lecture-r1,lecture,topicId,11,11,6f58a76cc1c202fbf60a6add57c6c99044e1e3af47cd9e0d4b5f88b1665e3020
u02-s003-lecture-r1,lecture,skillId,28,28,83da61eccd2d510c2a970d81cd2a1e43d96360eab5d18f327b38dac7ad6f3c99
u02-s003-lecture-r1,lecture,title,18,54,c4d2c58e662321f46acca3b457bb55922f62e1ca5a769f386cf0c488e9a5aaf7
u02-s003-lecture-r1,lecture,audience,10,30,e6b4416fbd9f36797de01256b31a4d6f6314e126fde8495e25792c814f64fc5f
u02-s003-lecture-r1,lecture,reviewStatus,22,22,ec809598e2f7fcc69fad54c9cd045bba62b4a0dc7c0ff90d4efdc3788c9ad8fb
u02-s003-lecture-r1,lecture,learningOutcomes[0],17,51,8e72496fa3a44a18325c7758af7a295955044e7159ca44e9132c1f092f8e8ff6
u02-s003-lecture-r1,lecture,learningOutcomes[1],12,36,6d3875b6751eca7d2057db9063c09717656bb700a79eb4c23dd9ea2d326b472f
u02-s003-lecture-r1,lecture,learningOutcomes[2],10,30,6eb6edbfe233d259a280933b1502731ae22d74873273b9851e0dd6fab3df6dd0
u02-s003-lecture-r1,lecture,learningOutcomes[3],13,39,4aec256460cbf1a243288f3bb5ec625fa430ad4df62210ef12e3a98e03f3dfaa
u02-s003-lecture-r1,lecture,prerequisites[0].skillId,24,24,ae819c1ad6847a500ae0c6f6cb9dc4153835dced5391ed6eeb9fa8589795e65b
u02-s003-lecture-r1,lecture,prerequisites[0].requiredLevel,21,63,9ff18c09f83395447aec6040f9cae4ff20d319912400747ab57f6a239f773a63
u02-s003-lecture-r1,lecture,glossary[0].term,3,9,0ca130a8ad31aea55adae136b6a0f1a47d5de92d786e934f87e4752a0165917e
