questionId,unitId,slot,skillId,questionType,difficulty,primaryVerdict,issueCodes,mathematicsCorrect,answerIndexCorrect,manualDerivedAnswer,rendererVerdict,reason,recommendedAction,officialScopeEvidence,allStringFieldsRead,reviewedStringFieldCount,reviewedUnicodeCharacterCount,originalArtifactSha256,manualReviewer,manualReviewStatus
u02-s003-v001,u02,s003,fraction-prime-factorization,mc,basic,PASS,,True,True,60＝2²×3×5。,SAFE,題幹、唯一答案、answerIndex、解析、步驟與四個選項分析一致。,原樣保留。,國中教育會考第四學習階段數與量；另核對技能邊界、前置順序、難度和解說完整性。,True,35,477,bd1667df123baf0ec3c30d04c4c17316c79453194591271231496965a95bc4b7,GPT-5.6 Thinking,COMPLETE
u02-s003-v002,u02,s003,fraction-prime-factorization,mc,basic,PASS,,True,True,84＝2²×3×7，所以質因數 2 的指數為 2。,SAFE,題幹、唯一答案、answerIndex、解析、步驟與四個選項分析一致。,原樣保留。,國中教育會考第四學習階段數與量；另核對技能邊界、前置順序、難度和解說完整性。,True,35,439,2996a7c39eb796fdfbe6fa54389c41ac246338fae37a341f2a0e081be8bf44b4,GPT-5.6 Thinking,COMPLETE
u02-s003-v003,u02,s003,fraction-prime-factorization,mc,basic,PASS,,True,True,126＝2×3²×7。,SAFE,題幹、唯一答案、answerIndex、解析、步驟與四個選項分析一致。,原樣保留。,國中教育會考第四學習階段數與量；另核對技能邊界、前置順序、難度和解說完整性。,True,35,503,ba300e2d2c9df90ecf0401d8da5c143f4f8132a187b7d6d9c1520fd0fa4ec4ac,GPT-5.6 Thinking,COMPLETE
u02-s003-v004,u02,s003,fraction-prime-factorization,mc,standard,PASS,,True,True,2³×3²＝8×9＝72。,SAFE,題幹、唯一答案、answerIndex、解析、步驟與四個選項分析一致。,原樣保留。,國中教育會考第四學習階段數與量；另核對技能邊界、前置順序、難度和解說完整性。,True,35,406,d0e1c5cadde57d6e29b5e71c7aaaa207694bb058b53972a8a01e98aafcbb7943,GPT-5.6 Thinking,COMPLETE
u02-s003-v005,u02,s003,fraction-prime-factorization,mc,standard,PASS,,True,True,360＝2³×3²×5，所以 a＋b＝3＋2＝5。,SAFE,題幹、唯一答案、answerIndex、解析、步驟與四個選項分析一致。,原樣保留。,國中教育會考第四學習階段數與量；另核對技能邊界、前置順序、難度和解說完整性。,True,35,462,e52238ed9e8dbf794b388307df3bc4a58d1dfbb178863ed463701670b409034e,GPT-5.6 Thinking,COMPLETE
u02-s003-v006,u02,s003,fraction-prime-factorization,mc,standard,PASS,,True,True,因數樹葉節點為 2、3、3、2、5，整理為 2²×3²×5。,SAFE,題幹、唯一答案、answerIndex、解析、步驟與四個選項分析一致。,原樣保留。,國中教育會考第四學習階段數與量；另核對技能邊界、前置順序、難度和解說完整性。,True,36,543,78cedf0665dc7a0b3196add39167ed4c622f42468e250e26cab99a121b712f8d,GPT-5.6 Thinking,COMPLETE
u02-s003-v007,u02,s003,fraction-prime-factorization,mc,advanced,PASS,,True,True,72＝2³×3²，補一個 2 得 2⁴×3²，所以最小 k＝2。,SAFE,題幹、唯一答案、answerIndex、解析、步驟與四個選項分析一致。,原樣保留。,國中教育會考第四學習階段數與量；另核對技能邊界、前置順序、難度和解說完整性。,True,35,446,070dfe607d0c4cdf9e98409f9cb15a727208e1d0de370e8e9a9248aa98fef6a8,GPT-5.6 Thinking,COMPLETE
u02-s003-v008,u02,s003,fraction-prime-factorization,mc,advanced,DIFFICULTY_REPAIR,DIFFICULTY_TOO_HIGH,True,True,質因數為 2、3、5，其中最大為 5。,SAFE,數學與答案正確，但只需直接讀取最大底數或相加同底數指數，advanced 標示偏高。,降為 standard，並以真正需要完整性或最小性論證的題目補足 advanced 分布。,國中教育會考第四學習階段數與量；另核對技能邊界、前置順序、難度和解說完整性。,True,35,425,35ba401c0452a45232d2ff882bfc57551c47d4e789aadc0599e73dc2938e7f0f,GPT-5.6 Thinking,COMPLETE
u02-s003-v009,u02,s003,fraction-prime-factorization,mc,advanced,DIFFICULTY_REPAIR,DIFFICULTY_TOO_HIGH,True,True,A×B＝2³×3³×5×7。,SAFE,數學與答案正確，但只需直接讀取最大底數或相加同底數指數，advanced 標示偏高。,降為 standard，並以真正需要完整性或最小性論證的題目補足 advanced 分布。,國中教育會考第四學習階段數與量；另核對技能邊界、前置順序、難度和解說完整性。,True,35,506,18fa56175880ed7dae11f916b867fa9e49488ebba229c054bfc98a8ddfdeb70a,GPT-5.6 Thinking,COMPLETE
u02-s003-v010,u02,s003,fraction-prime-factorization,mc,literacy,LITERACY_REPAIR,ARTIFICIAL_LITERACY_CONTEXT,True,True,2³×3²×5＝360。,SAFE,題目只是把純數值還原包裝成工廠零件，情境資料不影響模型，不構成必要素養題。,改列 standard 純數學題，或加入會影響決策的箱數、容量或比較條件。,國中教育會考第四學習階段數與量；另核對技能邊界、前置順序、難度和解說完整性。,True,36,498,2e91f19e3a6e6efe4c228775d95232055428c30587b34e4f274ee9cd0530e39f,GPT-5.6 Thinking,COMPLETE
u02-s003-v011,u02,s003,fraction-prime-factorization,mc,literacy,SEQUENCE_REPAIR,INVERSE_SQUARE_CONCEPT_NOT_YET_TAUGHT|SQUARE_ROOT_SEQUENCE,True,True,2⁶×3²＝(2³×3)²，所以邊長為 24 公分。,SAFE,數學正確，但由面積反求邊長本質上使用平方根或平方的逆運算；目前課程尚未正式教授平方根。,移到平方根教學後，或改成只判斷該面積是否為完全平方數。,國中教育會考第四學習階段數與量；另核對技能邊界、前置順序、難度和解說完整性。,True,36,512,468c169eef69e8712afe3bcd1649fd7c8eb236d09491c72e32cd5aef2d2cef4b,GPT-5.6 Thinking,COMPLETE
u02-s003-v012,u02,s003,fraction-prime-factorization,mc,literacy,LITERACY_REPAIR,ARTIFICIAL_LITERACY_CONTEXT,True,True,2⁴×3×5²＝1200，1200÷100＝12。,SAFE,只是質因數乘積還原加一次除法，資料庫情境可完全刪除而不影響數學。,改列 standard，或加入容量限制與剩餘檔案等必要情境資訊。,國中教育會考第四學習階段數與量；另核對技能邊界、前置順序、難度和解說完整性。,True,36,511,24374f873373fc8998d2a977ae9928a2c60295ac3d492c96c3fc71b3b35fcdee,GPT-5.6 Thinking,COMPLETE
u02-s003-cr001,u02,s003,fraction-prime-factorization,constructed-response,standard,RUBRIC_REPAIR,ANSWER_ONLY_ZERO_POLICY_MISSING,True,True,420＝2²×3×5×7，兩種分解路徑乘回均為 420。,SAFE,題目、標準解、替代解法與分數層級正確，但 0 分規準未明示只寫答案且沒有有效分解或理由時為 0 分。,在 0 分規準加入答案-only-zero 明文，並保留原有部分給分。,國中教育會考第四學習階段數與量；另核對技能邊界、前置順序、難度和解說完整性。,True,27,452,e2dfc0a0e1cce1b2b20a7f78a602a884dde7e6cddc7a57b9f0a33c06fd7e7aae,GPT-5.6 Thinking,COMPLETE
u02-s003-cr002,u02,s003,fraction-prime-factorization,constructed-response,advanced,RUBRIC_REPAIR,ANSWER_ONLY_ZERO_POLICY_MISSING,True,True,540＝2²×3³×5，補 3×5 得 2²×3⁴×5²，因此最小 k＝15。,SAFE,題目、標準解、替代解法與分數層級正確，但 0 分規準未明示只寫答案且沒有有效分解或理由時為 0 分。,在 0 分規準加入答案-only-zero 明文，並保留原有部分給分。,國中教育會考第四學習階段數與量；另核對技能邊界、前置順序、難度和解說完整性。,True,27,423,6f92837629e6a32914419d7f328a17f2a1d046ab68d0ef906dc8060d22cefd31,GPT-5.6 Thinking,COMPLETE
u02-s004-v001,u02,s004,fraction-gcd-basic,mc,basic,PASS,,True,True,18 與 24 的最大公因數為 6。,SAFE,題幹、答案、解析、步驟和選項分析一致。,原樣保留。,國中教育會考第四學習階段數與量；另核對技能邊界、前置順序、難度和解說完整性。,True,35,468,37d76a6d5ddfc5a3bc305e05eb0b24a9d934ce57b32db32ed5950ef34d85713d,GPT-5.6 Thinking,COMPLETE
